name,description,link,facebook,linkedin,instagram,youtube,website
Opulence: Drag Ambassadors,To raise awareness and create a mutual space for all interested in the art of drag. We educate and challenge the gender binary in a way that is happy and celebratory in hopes of social understanding as well as grow the comprehension of gender norms.,https://orgcentral.psu.edu/organization/opulence-drag-ambassadors-at-penn-state,https://www.facebook.com/psuopulence,N/A,https://www.instagram.com/psuopulence,N/A,https://sites.psu.edu/psuopulence
Orchesis Dance Company,Penn State's oldest dance company thats specializes in contemporary and jazz styles. Dancers who come from a competitive and technical background can continue their training with us!,https://orgcentral.psu.edu/organization/orchesis,https://www.facebook.com/orchesisdancepsu,N/A,https://www.instagram.com/orchesisdance,https://www.youtube.com/channel/UCcQ7cDe7wIkhqi4GsrDD38g,https://go.microsoft.com/fwlink
Orchestra Committee,A student run organization to discuss the Penn State Orchestra and to expand musical knowledge and experiences. We strive to bring conductors in and hold master classes with the orchestra to advance orchestral playing as well as a community.,https://orgcentral.psu.edu/organization/orchestra,N/A,N/A,https://www.instagram.com/pennstateorchestras,N/A,https://go.microsoft.com/fwlink
OrgCentral,This is OrgCentral! Welcome to your Recognized Student Organization Management Platform! The summary section should include a slogan or tagline that represents your organization and it's goals.,https://orgcentral.psu.edu/organization/orgcentral,https://www.facebook.com/studentlifepsu,N/A,https://www.instagram.com/studentlifepsu,https://www.youtube.com/c/pennstatestudentaffairs,https://go.microsoft.com/fwlink
Oriana Singers,"Presents concerts on and off campus of music written or adapted for treble voices, under the direction of the faculty of the School of Music.",https://orgcentral.psu.edu/organization/orianasingers,https://www.facebook.com/psuorianasingers,N/A,https://www.instagram.com/orianasingerspsu,N/A,http://www.clubs.psu.edu/orianasingers
Orthodox Christian Fellowship,"Supports fellowship on campus; experiences and witnesses the Eastern Orthodox Church through community life, prayer, service to others and study of Faith.",https://orgcentral.psu.edu/organization/orthodox,https://www.facebook.com/holytrinitysc,N/A,https://www.instagram.com/psu_ocf,N/A,https://go.microsoft.com/fwlink
"Out in Science, Technology, Engineering, and Mathematics","oSTEM is a non-profit student organization created to influence the academic and professional progress and development of LGBTQ&#43; students, professionals, and youth in the fields of science, technology, engineering, and mathematics.",https://orgcentral.psu.edu/organization/ostem,N/A,N/A,https://www.instagram.com/ostempsu,N/A,https://go.microsoft.com/fwlink
OUT: Queer Business Leaders,QBL provides LGBTQIA&#43; Visibility to Smeal College of Business. Our biweekly meetings are centered around community-driven advocacy work and educational workshops enhancing business-professional skills.,https://orgcentral.psu.edu/organization/qbl,N/A,N/A,https://www.instagram.com/queerbusinessleaders.psu,N/A,https://go.microsoft.com/fwlink
Outdoor Volleyball Club,"Provide grass, beach, double, and quad practice and game opportunities for male and female students, as well as the larger Penn State community.",https://orgcentral.psu.edu/organization/outdoorvolleyballclub,N/A,N/A,https://www.instagram.com/psuovc,N/A,https://go.microsoft.com/fwlink
Outing Club,"Stimulates an appreciation of outdoor activities, and an awareness of the need for conservation of our natural environment, teaches the skills needed for the safe enjoyment of these activites, develops leadership and and u...",https://orgcentral.psu.edu/organization/outingclub,N/A,N/A,https://instagram.com/psuoutingclub,N/A,https://go.microsoft.com/fwlink
Paintball Club,The Paintball Association seeks to educate and train students of the Pennsylvania State University who&nbsp;pursue an interest in the sport of Paintball. We provide a safe and encouraging environment to learn new aspects of Paintball.,https://orgcentral.psu.edu/organization/paintball,https://www.facebook.com/psupaintball,N/A,https://www.instagram.com/psupaintball,N/A,http://sites.psu.edu/clubsports
Painting Club,We provide a creative community within but not limited to the Drawing and Painting program. This includes: -Visiting Artist Lectures and Presentations-Movie Nights-Field Trips to Museums and Galleries -Peer Critiques,https://orgcentral.psu.edu/organization/painting-club,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Pakistani Students Association,The mission of the Pakistani Students Association (PSA) at Penn State is to promote an understanding of Pakistani students and their culture while fostering a social environment that students at Penn State can be a part of and enjoy.,https://orgcentral.psu.edu/organization/psa,N/A,N/A,https://www.instagram.com/pennstatepsa,N/A,https://sites.psu.edu/psapsu
Paleontology Club,Our goal is to expose students to PA's rich natural history. We provide students to go off-campus to locations that explore the evolution of Pennsylvania. We also provide students with peer and professional mentoring related to paleontology.,https://orgcentral.psu.edu/organization/psupaleoclub,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Pan-African Professional Alliance,"The Penn State Pan-African Professional Alliance (PAN-APA) seeks to act as an academic, and professional network for members of the African diaspora at Penn State University.",https://orgcentral.psu.edu/organization/panapaaboutus,https://www.facebook.com/panapapsu,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Panhellenic Council,"Mission: The mission of the Pennsylvania State University Panhellenic Council is to provide leadership, sisterhood, scholarship, and service to the Penn State Greek community as well as the community at large in order to aid in the personal growth of N...",https://orgcentral.psu.edu/organization/panhellenic-council,N/A,N/A,https://www.instagram.com/pennstatephc,N/A,https://go.microsoft.com/fwlink
Panzemonium,Official student section of Penn State Lacrosse,https://orgcentral.psu.edu/organization/panzemonium,https://www.facebook.com/Panzemonium,N/A,https://www.instagram.com/panzemoniumpsu,N/A,https://go.microsoft.com/fwlink
Paranormal Research Society,"To investigate, experience, and document paranormal activity through the use of specialized equipment.",https://orgcentral.psu.edu/organization/paranormal-research-society-at-penn-state,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Park Avenue Army,"The purpose of the Park Avenue Army is to recruit, organize, and lead a fan base to support the Penn State Men's and Women’s Soccer Teams.",https://orgcentral.psu.edu/organization/park-avenue-army,N/A,N/A,https://www.instagram.com/paa_psu,N/A,https://go.microsoft.com/fwlink
Parmi Nous Society,Promotes the advancement of outstanding scholarship and student leadership; the perpetuation of the honored traditions of the society and the University; and the maintenance of the general spirit of the institution.,https://orgcentral.psu.edu/organization/parmi-nous-society,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Paul Robeson Cultural Center (PRCC),-,https://orgcentral.psu.edu/organization/prcc,https://www.facebook.com/psu.prcc,N/A,https://www.instagram.com/psuprcc,N/A,https://studentaffairs.psu.edu/paul-robeson-cultural-center
Penn State Alternative Breaks,Provides opportunities for Penn State students to participate in service learning alternative break experience.,https://orgcentral.psu.edu/organization/psab,N/A,N/A,https://www.instagram.com/psualtbreaks,N/A,https://go.microsoft.com/fwlink
Penn State Network Television,"The purpose of PSNtv is to provide all students with the opportunity to gain hands-on experience with high-quality television production equipment, as well as allowing them to partake in all facets of the creation of television content.",https://orgcentral.psu.edu/organization/psntv,N/A,https://www.linkedin.com/company/penn-state-network-television-psntv,https://www.instagram.com/psn_television,N/A,http://comm.psu.edu/current
Penn State University Park,"Student Leadership and Involvement cultivates student learning by fostering exploration, community engagement and development through educational and experiential opportunities.",https://orgcentral.psu.edu/organization/studentleadershipandinvolvement,N/A,N/A,N/A,N/A,https://studentaffairs.psu.edu/involvement-student-life
Pennharmonics,"The Pennharmonics is an all-gender contemporary a cappella group founded in 1993 that seeks to improve the standards of a capella at Penn State Univesity-University Park, further members' musical awareness and understanding, and...",https://orgcentral.psu.edu/organization/pennharmonics,https://www.facebook.com/ThePennharmonics,N/A,https://www.instagram.com/thepennharmonics,https://www.youtube.com/user/Pennharmonics,https://go.microsoft.com/fwlink
Pennsylvania Art Education Association,"The Pennsylvania Art Education Association actively supports and promotes visual art education through professional development, leadership, and service. https://www.paea.org/home https://sites.psu.edu/paea/",https://orgcentral.psu.edu/organization/paea,N/A,N/A,N/A,N/A,https://sites.psu.edu/paea
Pennsylvania Restaurant and Lodging Association,"The Penn State student chapter of the Pennsylvania Restaurant &amp; Lodging Association is committed to our members' academic and career advancement in the hospitality industry, while providing a platform for interpersonal and student leadership",https://orgcentral.psu.edu/organization/pennsylvania-restaurant-and-lodging-association,https://www.facebook.com/profile.php,N/A,https://www.instagram.com/prlapsu,N/A,https://sites.psu.edu/shmstudentorgs
People Link One,PLO (People link one) is an entrepreneurship student-run organization dedicated to providing support and resources for students interested in starting their own businesses.,https://orgcentral.psu.edu/organization/plo,N/A,N/A,https://www.instagram.com/psu_plo,N/A,https://go.microsoft.com/fwlink
Percussion Club,To promote a serious appreciation of the percussive arts through the study and performance of repertoire and techniques for percussion through private study and ensemble participation.,https://orgcentral.psu.edu/organization/percussion-club,https://www.facebook.com/pennstatepercussionstudio,N/A,https://www.instagram.com/pennstatepercussionstudio,N/A,http://music.psu.edu/area
Performing Arts Council,The mission of the Penn State Performing Arts Council (PAC) is to foster a culture in which performing arts can flourish by serving as a resource to student performing arts organizations and their liaison to the University.,https://orgcentral.psu.edu/organization/performing-arts-council,https://www.facebook.com/PSUPerformingArtsCouncil,N/A,https://www.instagram.com/pennstatepac,https://www.youtube.com/channel/UCiKnf4vTBrFJqj7PUWUA3KQ,https://sites.psu.edu/psupac
Peruvian Student Association,"The Peruvian Student Association aims to bring together Peruvian Students, as well as anyone interested in the Peruvian culture, and give them a sense of community. Furthermore, it hopes to educate about the culture and history of this country.",https://orgcentral.psu.edu/organization/pe,N/A,N/A,http://www.instagram.com/pennstate.pe,N/A,https://go.microsoft.com/fwlink
Phi Alpha Theta,Encourages the study of history and recognizes excellence in history.,https://orgcentral.psu.edu/organization/phi-alpha-theta,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Phi Beta Lambda,Phi Beta Lambda is a Professional Co-Ed Business Fraternity.,https://orgcentral.psu.edu/organization/psupbl,N/A,https://www.linkedin.com/company/penn-state-university-phi-beta-lambda,N/A,N/A,https://go.microsoft.com/fwlink
